여행ID,숙소명,숙박경비순번,숙소유형코드,예약여부,체크인시간,체크아웃시간,소비인원,사업자등록번호,상호명,도로명주소,지번주소,도로명코드,지번코드,결제일식,결제방식,결제금액,소비내역
d_d004065,월정리썬시티 게스트하우스,0,7,Y,2022/10/15 0:00,2022/10/16 0:00,3,,,제주특별자치도 제주시 구좌읍 월정5길 33,제주특별자치도 제주시 구좌읍 월정리 243,,,,5,150000,
d_d009475,달비치펜션,0,3,Y,2022/11/02 0:00,2022/11/03 0:00,1,,,제주특별자치도 제주시 구좌읍 해맞이해안로 474,제주특별자치도 제주시 구좌읍 월정리 13,,,,1,111781,
d_d001648,벤티모호텔앤레지던스,0,1,Y,2022/09/24 0:00,2022/09/25 0:00,5,,,제주특별자치도 제주시 연삼로 14,제주특별자치도 제주시 연동 290-3,,,,5,205920,
d_d007793,코쿤호텔 애월,0,1,Y,2022/10/25 0:00,2022/10/26 0:00,2,,,제주특별자치도 제주시 애월읍 중엄3길 50,제주특별자치도 제주시 애월읍 신엄리 920,,,,1,90909,
d_d001558,호텔징크,0,1,Y,2022/09/22 0:00,2022/09/23 0:00,2,,,제주특별자치도 서귀포시 중정로 11,제주특별자치도 서귀포시 서귀동 318-17,,,,1,46520,
b_b003774,아모르가족펜션&와이키키,0,3,Y,2022/09/10 0:00,2022/09/11 0:00,5,,,경남 거제시 장목면 옥포대첩로 1117-4,경남 거제시 장목면 외포리 524,,,,5,210000,
d_d010109,타마라 제주,1,1,Y,2022/11/01 0:00,2022/11/04 0:00,2,,타마라 제주,제주특별자치도 서귀포시 김정문화로41번길 10-8,제주특별자치도 서귀포시 법환동 745-2,4850055,5013010200,2022/10/29 23:13,1,120000,호텔비 
b_b000565,서부산농협 황금노을,0,3,Y,2022/08/12 0:00,2022/08/13 0:00,4,,,경남 거제시 사등면 가조로 756-40,경남 거제시 사등면 창호리 1165-19,,,,,0,
d_d002264,오르다하우스,0,7,Y,2022/10/22 0:00,2022/10/23 0:00,1,,,제주특별자치도 제주시 중앙로 192,제주특별자치도 제주시 이도일동 1789-3,,,,5,43000,
d_d006801,퓨어스테이,0,2,Y,2022/10/30 0:00,2022/10/31 0:00,4,,,제주특별자치도 제주시 신대로 68,제주특별자치도 제주시 연동 301-3,,,,1,60000,
d_d000802,또랑게스트하우스,0,7,Y,2022/08/19 0:00,2022/08/20 0:00,1,,,제주특별자치도 제주시 한북로 338,제주특별자치도 제주시 아라일동 1955-3,,,,1,27000,
d_d001606,성산스테이션,0,7,Y,2022/10/01 0:00,2022/10/02 0:00,1,,,제주특별자치도 서귀포시 성산읍 성산중앙로 43,제주특별자치도 서귀포시 성산읍 성산리 181-1,,,,5,24900,
d_d007188,스물셋,1,11,Y,2022/10/28 0:00,2022/10/30 0:00,2,,에어비앤비,,,,,2022/10/11 13:33,1,184847,집/아파트전체.침대1개.게스트2명
d_d002349,제주신라호텔,1,1,Y,2022/10/29 0:00,2022/10/30 0:00,3,,,,,,,,,0,
d_d007597,에어비앤비 벽돌집3층,1,11,Y,2022/10/25 0:00,2022/10/26 0:00,1,,에이비앤비,,,,,2022/10/26 0:00,1,85492,
d_d004619,장유길,1,11,Y,2022/10/13 0:00,2022/10/14 0:00,4,,에어비앤비,,,,,2022/10/02 17:17,1,111602,집/아파트전체.침대3개.게스트4명
d_d012310,롯데호텔 더 캔버스,10,1,,,,6,,롯데호텔 더 캔버스,롯데호텔 더 캔버스,,,,,1,248000,호텔비
d_d008096,더그랜드섬오름 본관,2,1,Y,2022/10/29 0:00,2022/10/30 0:00,4,7428600224,(주)위드이노베이션,서울 강남구 봉은사로 479,,3122004,1168010500,2022/10/08 18:44,1,184700,HO-[생맥주 2잔+인원추가 비용 무료]패밀리 (오션뷰 측면전망)
d_d003986,호텔 케니 서귀포,1,1,Y,2022/10/21 0:00,2022/10/22 0:00,2,2208742885,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2022/10/21 10:01,3,70000,호텔케니서귀포
c_c000599,라마다프라자 바이윈덤 여수,0,1,Y,2022/08/30 0:00,2022/08/31 0:00,2,,,전남 여수시 돌산읍 강남로 11,전남 여수시 돌산읍 우두리 1048-10,,,,1,150000,
d_d000458,섬고래,0,7,N,2022/08/30 0:00,2022/08/30 0:00,1,,,제주특별자치도 제주시 한림읍 금능길 65,제주특별자치도 제주시 한림읍 금능리 1395,,,,,0,
d_d007389,올레벗 게스트하우스,1,11,Y,2022/10/30 0:00,2022/10/31 0:00,8,,에어비앤비,,,,,2022/10/13 3:08,1,265718,집/아파트 전체. 침대 7개. 게스트 8명
a_a002689,웨스트포인트펜션,1,3,Y,2022/10/02 0:00,2022/10/03 0:00,4,7428600224,(주)위드이노베이션,서울 강남구 봉은사로 479,,3122004,1168010500,2022/09/23 0:08,1,89820,PE-만데빌라
d_d000863,탐라스테이호텔제주,0,1,Y,2022/08/26 0:00,2022/08/27 0:00,2,,,제주특별자치도 제주시 애월읍 애월해안로 881,제주특별자치도 제주시 애월읍 하귀2리 2732,,,,1,124281,
d_d000206,신신호텔 제주공항점,1,1,Y,2022/08/27 0:00,2022/08/28 0:00,2,6816400378,신신호텔제주공항,제주특별자치도 제주시 도령로 124,제주특별자치도 제주시 연동 270-2,3349052,5011013700,2022/08/27 17:27,1,62239,
b_b004278,클럽ES통영리조트 본관동,1,4,Y,2022/09/24 0:00,2022/09/25 0:00,3,6128511345,이에스오리엔트,경남 통영시 산양읍 척포길 628-113,경남 통영시 산양읍 미남리 697-2,4799440,4822025023,2022/09/24 15:55,1,102000,
d_d000365,평대림,1,3,Y,2022/08/19 0:00,2022/08/22 0:00,4,,,,,,,2022/07/20 8:24,1,935788,"GUJWA-EUP,JEJU-SI에서 3박"
d_d002643,퀸제누비아호,0,11,Y,2022/10/13 0:00,2022/10/14 0:00,1,,,,,,,,1,363100,
b_b001010,캘리포니아호텔,0,1,Y,2022/08/20 0:00,2022/08/21 0:00,2,,,경남 통영시 통영해안로 235,경남 통영시 항남동 239-5,,,,1,52250,
d_d004906,스타즈호텔 제주로베로,1,1,Y,2022/10/21 0:00,2022/10/23 0:00,7,4028536128,스타즈호텔,제주특별자치도 제주시 관덕로 26,제주특별자치도 제주시 삼도이동 57-2,3349016,5011010600,2022/10/21 0:00,1,468000,호텔비
d_d000415,제주토끼,0,8,Y,2022/08/28 0:00,2022/08/31 0:00,1,,,제주특별자치도 서귀포시 법화로 70-2,제주특별자치도 서귀포시 하원동 1249,,,,2,390000,
d_d000530,제주신라호텔,0,1,Y,2022/09/03 0:00,2022/09/04 0:00,1,,,제주특별자치도 서귀포시 중문관광로72번길 75,제주특별자치도 서귀포시 색달동 3039-3,,,,1,492305,
d_d000302,금호제주리조트,0,4,Y,2022/08/16 0:00,2022/08/19 0:00,3,,,제주특별자치도 서귀포시 남원읍 태위로 522-12,제주특별자치도 서귀포시 남원읍 남원리 2390,,,,,0,
d_d000326,호텔브릿지 서귀포,0,1,Y,2022/08/20 0:00,2022/08/21 0:00,2,,,제주특별자치도 서귀포시 태평로 436,제주특별자치도 서귀포시 서귀동 162-4,,,,1,125200,
d_d002118,호텔샬롬제주,0,1,Y,2022/10/02 0:00,2022/10/03 0:00,2,,,제주특별자치도 제주시 동광로 34,,,,,1,73000,
d_d000400,씨사이드뷰2,0,3,Y,2022/08/30 0:00,2022/09/01 0:00,2,,,제주특별자치도 제주시 한경면 한경해안로 190-1,제주특별자치도 제주시 한경면 용수리 4219-4,,,,1,440000,
d_d001613,제주기역,0,7,Y,2022/09/21 0:00,2022/09/23 0:00,1,,,제주특별자치도 제주시 한림읍 협재1길 19-8,제주특별자치도 제주시 한림읍 협재리 1698,,,,5,70000,
d_d006933,신신호텔 천지연,1,1,Y,2022/10/29 0:00,2022/10/30 0:00,1,,HOTEL ON BOOKING.COM,,,,,2022/10/23 17:00,1,32309,
a_a012491,자바카라반,0,5,Y,2022/10/30 0:00,2022/10/31 0:00,2,,,인천 옹진군 영흥면 선재로 61,인천 옹진군 영흥면 선재리 196,,,,5,200000,
d_d004454,숙소,0,11,Y,2022/10/24 0:00,2022/10/25 0:00,2,,,,용마로1-2,,,,1,120000,
d_d002530,탐라스테이호텔제주,0,1,Y,2022/10/09 0:00,2022/10/10 0:00,2,,,제주특별자치도 제주시 애월읍 애월해안로 881,제주특별자치도 제주시 애월읍 하귀2리 2732,,,,2,119744,
d_d010846,토스카나호텔,10,1,,,,4,,토스카나호텔,,,,,,1,170000,호텔비
d_d001716,물뜰에쉼팡리조트,1,4,Y,2022/10/06 0:00,2022/10/07 0:00,2,1208800767,쿠팡㈜,서울 송파구 송파대로 570,서울 송파구 신천동 7-30,2005011,1171010200,2022/09/06 0:00,3,119340,서귀포 JS 호텔스텐다드 트윈룸
d_d005110,빌라드애월 애월향정,0,1,N,2022/10/20 0:00,2022/10/21 0:00,2,,,제주특별자치도 제주시 애월읍 애월해안로 516-7,제주특별자치도 제주시 애월읍 신엄리 2768-7,,,,,0,
b_b003100,시누스펜션,1,3,Y,2022/08/23 0:00,2022/08/24 0:00,3,5248601528,네이버파이낸셜 주식회사,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021,4113510300,2022/08/03 0:00,1,170000,헤르모스
d_d001116,호텔 케니 서귀포,1,1,Y,2022/09/21 0:00,2022/09/22 0:00,1,,호텔 케니 서귀포,제주특별자치도 서귀포시 동문로 42,제주특별자치도 서귀포시 서귀동 270-9,3350339,5013010100,2022/09/14 18:06,1,33000,호텔비
d_d003862,스타빌,1,5,Y,2022/10/11 0:00,2022/10/12 0:00,4,1108105034,씨제이대한통운㈜,제주특별자치도 서귀포시 안덕면 광평로 34-156,제주특별자치도 서귀포시 안덕면 광평리 산 15,3350022,5013031029,2022/10/11 0:00,1,750000,STV객실료
d_d010862,그라벨호텔제주,1,1,Y,2022/11/05 0:00,2022/11/06 0:00,2,2208115770,나이스정보통신㈜,,,,,2022/10/16 0:00,1,109050,GRABEL HOTEL FAMILY TWIN ROOM
d_d009113,오소소게스트하우스,2,7,Y,2022/11/01 0:00,2022/11/02 0:00,1,,오소소게스트하우스,제주특별자치도 서귀포시 대정읍 비자낭로 23,제주특별자치도 서귀포시 대정읍 신도리 2071-4,3350106,5013025033,2022/10/07 14:44,1,18000,도미토리 4인실 (여)
d_d006688,호텔 케니 서귀포,5,1,Y,2022/10/21 0:00,2022/10/24 0:00,1,4478602313,주식회사호텔케니서귀포,제주특별자치도 서귀포시 동문로 42,제주특별자치도 서귀포시 서귀동 270-9,3350339,5013010100,2022/10/14 16:11,1,26350,호텔비
c_c004272,영목항펜션,0,3,Y,2022/09/30 0:00,2022/10/01 0:00,2,,,충남 태안군 고남면 영목항로 30-20,충남 태안군 고남면 고남리 334-98,,,,5,80000,
d_d006916,오션브릭풀빌라,0,3,Y,2022/10/27 0:00,2022/10/28 0:00,3,,,제주특별자치도 서귀포시 안덕면 산방로 75-3,제주특별자치도 서귀포시 안덕면 화순리 2021,,,,4,269000,
d_d005563,스테이어라운드,1,3,Y,2022/10/20 0:00,2022/10/21 0:00,2,1558601981,주식회사야놀자클라우드코리아,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2022/10/18 0:00,1,80000,스테이어라운드(랜덤배정)
d_d010433,코너스톤호텔,1,11,Y,2022/11/01 0:00,2022/11/02 0:00,2,,에어비앤비,,,,,2022/10/20 12:40,1,65973,"JEONGBANG-DONG, SEOGWIPO 개인실,침대 1개, 게스트 2명"
c_c003189,순천만풍경펜션,1,3,Y,2022/09/29 0:00,2022/09/30 0:00,4,5248601528,네이버파이낸셜 주식회사,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021,4113510300,2022/09/18 0:00,1,120000,순천만풍경 외 3건
d_d001617,베스트웨스턴 제주호텔,0,1,Y,2022/09/30 0:00,2022/10/02 0:00,1,,,제주특별자치도 제주시 도령로 27,제주특별자치도 제주시 노형동 1295-16,,,,1,126224,
d_d000324,아트스테이함덕비치,0,1,Y,2022/08/19 0:00,2022/08/22 0:00,3,,,제주특별자치도 제주시 조천읍 조함해안로 504,제주특별자치도 제주시 조천읍 함덕리 1269-19,,,,1,425000,
d_d000924,김군게스트하우스,10,7,,,,2,,김군게스트하우스,,,,,,5,50000,숙박비
d_d007630,싹게스트하우스,1,7,Y,2022/10/28 0:00,2022/10/30 0:00,2,7397400278,싹게스트하우스,제주특별자치도 제주시 테우해안로 172,제주특별자치도 제주시 이호일동 1699-1,3349243,5011012500,2022/10/23 1:24,1,100000,숙박비 더블룸(퀸침대)
d_d001669,그린데이 게스트하우스,0,7,Y,2022/09/23 0:00,2022/09/24 0:00,1,,,제주특별자치도 제주시 남성로 158-3,제주특별자치도 제주시 삼도이동 251-9,,,,5,20000,
d_d005792,비스비제주 앤 팜빌리지,0,3,Y,2022/10/15 0:00,2022/10/16 0:00,4,,,제주특별자치도 서귀포시 속골로 29-10,제주특별자치도 서귀포시 호근동 1641-2,,,,1,135000,
d_d006754,도깨비게스트하우스,1,7,Y,2022/10/19 0:00,2022/10/20 0:00,1,,도깨비게스트하우스,제주특별자치도 제주시 조천읍 번영로 1616-6,제주특별자치도 제주시 조천읍 선흘리 1938-30,3349234,5011025930,2022/10/13 0:00,1,29000,4인실(여성전용)
d_d001112,위드U,1,7,Y,2022/09/10 0:00,2022/09/13 0:00,1,,티몬,경북 울릉군 울릉읍 울릉순환로 219-3,경북 울릉군 울릉읍 도동리 296,3326001,4794025024,2022/08/16 0:00,1,98700,[울릉군]울릉 위드 UIIEUNG
d_d010592,오조리비앤비펜션,1,3,Y,2022/11/03 0:00,2022/11/05 0:00,2,,오조리비앤비,제주특별자치도 서귀포시 성산읍 오조로 42,,3350213,5013025922,,1,159936,
d_d001967,라림부띠끄호텔,3,1,Y,2022/10/08 0:00,2022/10/10 0:00,2,,라림 부티크 호텔,제주특별자치도 서귀포시 안덕면 대평로 39,제주특별자치도 서귀포시 안덕면 창천리 907-1,3350042,5013031022,2022/10/08 0:00,1,178126,호텔비 사이드디럭스룸
d_d006007,등대와올레길펜션,1,3,Y,2022/10/16 0:00,2022/10/17 0:00,2,2208742885,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2022/10/16 17:37,1,39000,서귀포 등대와올레길펜션
d_d002067,호텔 케니 서귀포,1,1,Y,2022/10/03 0:00,2022/10/04 0:00,1,5248601528,네이버파이낸셜 주식회사,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021,4113510300,2022/09/26 23:01,1,10000,
d_d002122,오케이모텔,1,2,Y,2022/10/15 0:00,2022/10/16 0:00,2,7428600224,(주)위드이노베이션,서울 강남구 봉은사로 479,,3122004,1168010500,2022/09/21 19:43,1,40000,MO-제주오케이-일반
d_d007987,숙소,0,1,N,2022/10/30 0:00,2022/10/30 0:00,1,,,,제주특별자치도 서귀포시 안덕면 사계리 산 16,,,,,0,
c_c000157,YEOSU HOTEL HAVEN,10,1,,,,3,,YEOSU HOTEL HAVEN,,,,,2022/08/09 0:00,1,275767,호텔비 TWIN ROOM WITH OCEAN BRIDGE VIEW
d_d006824,그랜드 밀리언스 호텔,2,1,Y,2022/10/29 0:00,2022/10/30 0:00,2,7428600224,(주)위드이노베이션,서울 강남구 봉은사로 479,,3122004,1168010500,2022/10/26 0:00,1,28350,그랜드 밀리언스 호텔 서귀포
d_d000447,나주곰탕 서울대점,0,2,N,2022/09/05 0:00,2022/09/05 0:00,2,,,서울 관악구 관악로 167,서울 관악구 봉천동 862-9,,,,1,52000,
d_d003445,미도호스텔,3,7,Y,2022/10/23 0:00,2022/10/25 0:00,1,5248601528,네이버파이낸셜 주식회사,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021,4113510300,2022/10/20 0:00,1,54000,미도호스텔여성4인실(조식+수제맥주포함)
d_d006150,고투베드리조트,0,4,Y,2022/10/22 0:00,2022/10/23 0:00,2,,,제주특별자치도 서귀포시 성산읍 서성일로 660,,,,,4,99000,
d_d002305,코델리아S호텔,0,1,Y,2022/10/07 0:00,2022/10/08 0:00,4,,,제주특별자치도 서귀포시 성산읍 일주동로 4186,제주특별자치도 서귀포시 성산읍 오조리 990-1,,,,1,35000,
d_d001448,붉은오름자연휴양림,0,9,Y,2022/09/21 0:00,2022/09/22 0:00,1,,,제주특별자치도 서귀포시 표선면 남조로 1487-73,제주특별자치도 서귀포시 표선면 가시리 산 158,,,,1,40000,
d_d000097,틸다하우스,0,3,Y,2022/08/21 0:00,2022/08/23 0:00,4,,,제주특별자치도 제주시 한경면 중산간서로 3367-1,제주특별자치도 제주시 한경면 낙천리 341,,,,1,460000,
d_d010389,휘슬락호텔,0,1,N,2022/11/03 0:00,2022/11/04 0:00,3,,,제주특별자치도 제주시 서부두2길 26,제주특별자치도 제주시 건입동 1443-2,,,,1,120000,
d_d002817,하버호텔,1,1,Y,2022/10/26 0:00,2022/10/27 0:00,1,,하버 호텔 제주(HARBOR HOTEL JEJU),제주특별자치도 제주시 임항로 260,제주특별자치도 제주시 건입동 1037-1,3349174,5011010700,2022/10/28 0:00,1,49700,호텔비
d_d001811,도두블루파크시티아파트,0,11,Y,2022/10/10 0:00,2022/10/11 0:00,2,,,제주특별자치도 제주시 도두항서길 41,제주특별자치도 제주시 도두일동 2614,,,,1,92423,
d_d010849,버베나하우스,0,11,Y,2022/11/01 0:00,2022/11/02 0:00,1,,,제주특별자치도 제주시 도두항서5길 17,제주특별자치도 제주시 도두일동 2622-9,,,,1,49678,
d_d001060,메종글래드제주,10,4,,,,2,6168101370,글래드호텔앤리조트(주),제주특별자치도 제주시 노연로 80,제주특별자치도 제주시 연동 263-15,3349041,5011013700,2022/09/03 13:35,1,14400,리조트비
d_d000924,설레임게스트하우스,1,7,Y,2022/09/01 0:00,2022/09/02 0:00,2,3977400152,설레임게스트하우스민박,제주특별자치도 제주시 애월읍 일주서로 5999-1,제주특별자치도 제주시 애월읍 곽지리 2053-25,3349236,5011025337,2022/09/01 19:38,1,50000,남성6인실(파티장근처/오션부/파티필참)
d_d001368,휘닉스제주,0,4,Y,2022/09/22 0:00,2022/09/25 0:00,5,,,제주특별자치도 서귀포시 성산읍 섭지코지로 107,제주특별자치도 서귀포시 성산읍 고성리 127-2,,,,1,900000,
d_d009956,별하비,0,8,Y,2022/11/01 0:00,2022/11/02 0:00,2,,,서귀포시 남원읍 신흥앞동산로35번길 3 비동,,,,,1,140000,
d_d001520,펠리시아호텔,1,1,Y,2022/09/23 0:00,2022/09/25 0:00,1,,서귀포 펠리시아호텔,제주특별자치도 서귀포시 일주동로 9123,,3349235,5013010200,2022/09/01 16:22,1,85640,오션 디럭스 더블
d_d005308,호텔휴식 서귀포,1,1,Y,2022/10/25 0:00,2022/10/27 0:00,2,,호텔 휴식 서귀포,제주특별자치도 서귀포시 중앙로71번길 17,제주특별자치도 서귀포시 서귀동 308-2,4850830,5013010100,2022/10/15 0:00,1,93314,호텔비
d_d003731,씨오르리조트,0,4,Y,2022/10/09 0:00,2022/10/11 0:00,4,,,제주특별자치도 서귀포시 이어도로 989,제주특별자치도 서귀포시 법환동 87-1,,,,3,396000,
d_d007759,헤이서귀포,0,1,Y,2022/10/26 0:00,2022/10/27 0:00,2,,,제주특별자치도 서귀포시 태평로 363,제주특별자치도 서귀포시 서귀동 820-1,,,,4,60000,
c_c002006,여수마리나유스호스텔,1,3,Y,2022/09/16 0:00,2022/09/17 0:00,5,,여수마리나유스호텔,전남 여수시 돌산읍 계동로 407,전남 여수시 돌산읍 평사리 305-1,3282006,4613025029,2022/08/30 0:00,1,119500,해오름동 102호(마운틴뷰)
d_d006146,빨간풍차펜션,1,3,N,2022/10/15 0:00,2022/10/16 0:00,4,,Booking.com,,,,,2022/10/14 0:00,1,55539,듀플렉스 스튜디오
d_d010596,그라벨호텔제주,2,1,Y,2022/10/30 0:00,2022/10/31 0:00,2,2208742885,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2022/10/26 0:00,3,88000,그라벨 호텔
d_d000086,해비치호텔앤드리조트 제주,1,1,Y,2022/08/14 0:00,2022/08/17 0:00,3,,해비치호텔&리조트 제주,제주특별자치도 서귀포시 표선면 민속해안로 537,,3350090,5013032021,2022/08/14 0:00,1,1031607,수페리어 트윈 빌리지
d_d000515,신신호텔 천지연,1,1,Y,2022/08/26 0:00,2022/08/29 0:00,2,1148725295,아고다페이먼트코리아유한회사,서울 중구 을지로 100,,3101006,1114010500,2022/08/11 20:18,3,153782,신신호텔 천지연
d_d007532,호텔골든데이지 서귀포오션,0,1,Y,2022/10/25 0:00,2022/10/26 0:00,1,,,제주특별자치도 서귀포시 동홍로 7,제주특별자치도 서귀포시 서귀동 255-1,,,,1,57553,
d_d006028,오션트리,1,3,Y,2022/10/19 0:00,2022/10/20 0:00,1,6162819856,오션트리,제주특별자치도 서귀포시 월드컵로 188,제주특별자치도 서귀포시 강정동 702-2,3350224,5013011600,2022/10/19 18:58,1,49500,
d_d001834,그랜드하얏트제주,1,1,Y,2022/10/04 0:00,2022/10/05 0:00,1,8248102515,주식회사인터파크,서울 강남구 삼성로 512,,3122005,1168010500,2022/09/29 0:00,1,285120,그랜드하얏트제주
d_d000475,푸르다오션펜션,0,3,Y,2022/08/31 0:00,2022/09/03 0:00,2,,,제주특별자치도 제주시 한림읍 월령3길 39-5,제주특별자치도 제주시 한림읍 월령리 330-1,,,,1,417000,
d_d004817,글로스터호텔제주,1,1,Y,2022/10/30 0:00,2022/11/01 0:00,2,4858702253,주식회사케이에이치엠아이,제주특별자치도 제주시 삼무로 57,,3349083,5011013700,2022/10/30 16:05,1,172000,
d_d010341,켄싱턴리조트 제주중문,0,4,Y,2022/10/30 0:00,2022/10/31 0:00,2,,,제주특별자치도 서귀포시 중문관광로72번길 29-29,제주특별자치도 서귀포시 색달동 2822-5,,,,4,300000,
d_d006006,벨루가,1,3,Y,2022/10/25 0:00,2022/10/26 0:00,2,,제주벨루가,제주특별자치도 서귀포시 대정읍 영락하동로85번길 41-1,,4850620,5013025032,2022/10/25 15:00,1,212900,풀빌라
d_d001156,호연스테이,0,3,Y,2022/09/13 0:00,2022/09/16 0:00,2,,,제주특별자치도 제주시 구좌읍 한동북1길 51,제주특별자치도 제주시 구좌읍 한동리 1375-1,,,,5,630000,
d_d000437,호텔제이힐,1,1,Y,2022/08/26 0:00,2022/08/27 0:00,2,,제이힐&시티 호텔,제주특별자치도 서귀포시 천제연로188번길 11,제주특별자치도 서귀포시 중문동 2050-1,4850848,5013011200,2022/08/26 0:00,1,37800,EVENT ROOM(객실랜덤배정)
d_d001424,오누박스게스트하우스,0,7,Y,2022/09/17 0:00,2022/09/18 0:00,4,,,제주특별자치도 제주시 애월읍 곽봉로 4-43,제주특별자치도 제주시 애월읍 곽지리 2030,,,,5,100000,
d_d001013,루프탑게스트하우스,1,7,Y,2022/09/01 0:00,2022/09/05 0:00,1,5248601528,네이버파이낸셜 주식회사,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021,4113510300,2022/08/25 0:00,1,66000,남자도미토리4인실
d_d011016,신신호텔 천지연점,10,1,,,,1,,신신호텔 천지연점,,,,,,1,38650,호텔비
d_d000020,오션스위츠 제주호텔,0,1,Y,2022/08/08 0:00,2022/08/09 0:00,4,,,제주특별자치도 제주시 탑동해안로 74,제주특별자치도 제주시 삼도2동 1260-1,,,,1,140000,
d_d001463,코델리아S호텔,0,1,Y,2022/09/17 0:00,2022/09/18 0:00,2,,,제주특별자치도 서귀포시 성산읍 일주동로 4186,제주특별자치도 서귀포시 성산읍 오조리 990-1,,,,,0,
a_a002690,VIP모텔,1,2,Y,2022/09/28 0:00,2022/09/29 0:00,1,7428600224,(주)위드이노베이션,,,,,2022/09/21 11:04,1,37000,
d_d005094,한라산국립공원 관음사지구야영장,2,5,N,2022/10/15 0:00,2022/10/17 0:00,4,6168300017,제주특별자치도청/예술인,제주특별자치도 제주시 산록북로 660,,3349080,5011011700,2022/10/15 11:17,1,6000,
d_d002114,호텔아로하,0,1,Y,2022/09/29 0:00,2022/09/30 0:00,1,,,제주특별자치도 서귀포시 성산읍 성산등용로 40,제주특별자치도 서귀포시 성산읍 성산리 382-31,,,,4,80000,
d_d007600,돈걱정,1,11,N,2022/10/28 0:00,2022/10/28 0:00,6,4680301924,돈걱정,제주특별자치도 제주시 애월읍 중엄3길 65,제주특별자치도 제주시 애월읍 신엄리 957,4848784,5011025326,2022/10/28 19:43,1,186000,
d_d010212,랜딩관 제주신화월드호텔앤리조트,1,1,Y,2022/10/29 0:00,2022/10/30 0:00,2,2208742885,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2022/10/29 1:30,3,154000,랜딩관 제주신화월드 호텔앤리조트
d_d000185,파르나스호텔(주),10,1,,,,2,6948501932,파르나스호텔(주),제주특별자치도 서귀포시 중문관광로72번길 100,,4850763,5013011900,2022/09/01 11:09,1,31450,호텔비
b_b000151,일마레펜션,1,3,Y,2022/08/25 0:00,2022/08/26 0:00,2,,남해일마레펜션,경남 남해군 창선면 동부대로 2790-13,경남 남해군 창선면 당항리 240,2343002,4884039023,2022/08/25 0:00,,0,펜션(파도 2층)
d_d010195,제성길,0,7,Y,2022/11/05 0:00,2022/11/06 0:00,1,,,제성길,,,,,1,57765,
