여행ID,숙소명,숙박경비순번,숙소유형코드,예약여부,체크인시간,체크아웃시간,소비인원,사업자등록번호,상호명,도로명주소,지번주소,도로명코드,지번코드,결제일식,결제방식,결제금액,소비내역
b_b002795,통영 한산마리나호텔&리조트,1,1,Y,2022/08/28 0:00,2022/08/29 0:00,3,6128144514,(주)한어울,경남 통영시 산양읍 삼칭이해안길 820,,4799229,4822025021,2022/08/29 10:59,3,430000,호텔비
d_d003795,까사펠리즈,0,4,Y,2022/10/16 0:00,2022/10/18 0:00,5,,,제주특별자치도 제주시 애월읍 일주서로 6550,제주특별자치도 제주시 애월읍 하가리 1183,,,,5,300000,
d_d008013,호텔윈스토리,1,1,Y,2022/10/26 0:00,2022/10/29 0:00,4,,,,,,,2022/10/04 1:30,1,158175,HO-스탠다드 트윈
a_a003193,917모텔,1,2,Y,2022/10/01 0:00,2022/10/02 0:00,2,,강화917모텔,인천 강화군 내가면 해안서로 917,인천 강화군 내가면 외포리 582-16,3157041,2871036023,2022/09/20 10:30,1,68796,숙박비
d_d001499,낙천주의자들,0,8,Y,2022/09/20 0:00,2022/09/22 0:00,2,,,제주특별자치도 제주시 구좌읍 세화7길 28,제주특별자치도 제주시 구좌읍 세화리 1383,,,,5,245600,
d_d006985,제주마실게스트하우스,0,7,Y,2022/10/25 0:00,2022/10/26 0:00,3,,,제주특별자치도 제주시 서광로2길 11-16,제주특별자치도 제주시 오라일동 2444-34,,,,4,51800,
d_d000658,미르빌펜션&리조트,0,3,Y,2022/09/05 0:00,2022/09/06 0:00,2,,,제주특별자치도 서귀포시 안덕면 사계로114번길 87,제주특별자치도 서귀포시 안덕면 사계리 846,,,,1,60000,
d_d010067,다인오세아노호텔,1,1,Y,2022/11/05 0:00,2022/11/06 0:00,3,2208742885,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2022/10/31 23:13,3,211370,
d_d010134,숨게스트하우스 제주공항점,0,7,Y,2022/10/31 0:00,2022/11/01 0:00,1,,,제주특별자치도 제주시 서광로5길 2-2,제주특별자치도 제주시 용담1동 2829-1,,,,1,25000,
d_d000547,더베스트제주성산,0,1,Y,2022/08/24 0:00,2022/08/25 0:00,2,,,제주특별자치도 서귀포시 성산읍 동류암로 26,제주특별자치도 서귀포시 성산읍 고성리 298-5,,,,1,69299,
d_d003876,36번가렌트하우스,0,11,Y,2022/10/07 0:00,2022/10/10 0:00,4,,,,,,,,5,210000,
d_d003291,그린데이 게스트하우스,0,7,Y,2022/10/20 0:00,2022/10/22 0:00,1,,,제주특별자치도 제주시 남성로 158-3,제주특별자치도 제주시 삼도이동 251-9,,,,1,44000,
d_d007453,소로소로,0,7,Y,2022/10/30 0:00,2022/10/31 0:00,1,,,제주특별자치도 제주시 구좌읍 송당7길 3,제주특별자치도 제주시 구좌읍 송당리 1389-6,,,,5,45000,
d_d001616,이디오랜,0,8,Y,2022/09/25 0:00,2022/09/26 0:00,6,,,제주특별자치도 제주시 한림읍 드르밧길 17,제주특별자치도 제주시 한림읍 한림리 829,,,,1,270000,
d_d002145,호텔스카이파크 제주1호점,0,1,Y,2022/10/14 0:00,2022/10/16 0:00,2,,,제주특별자치도 제주시 삼무로 48,제주특별자치도 제주시 연동 272-29,,,,1,109998,
a_a003158,ZUN게스트하우스,1,7,Y,2022/09/30 0:00,2022/10/01 0:00,1,,JUN게스트하우스,인천 중구 하늘초롱길 58,인천 중구 운서동 3079-39,4247489,2811014700,2022/09/23 16:13,3,35000,트윈5룸(2인예약시 40000원)
d_d001535,그랜드하얏트제주,0,1,Y,2022/09/25 0:00,2022/09/26 0:00,2,,,제주특별자치도 제주시 노연로 12,제주특별자치도 제주시 노형동 925,,,,1,338000,
d_d001892,신화호텔,0,1,Y,2022/10/07 0:00,2022/10/08 0:00,4,,,신화호텔랜딩관,,,,,1,581200,
d_d001884,오션뷰제주 게스트하우스,0,7,Y,2022/10/11 0:00,2022/10/12 0:00,1,,,제주특별자치도 서귀포시 안덕면 난드르로 49-71,제주특별자치도 서귀포시 안덕면 창천리 785-2,,,,1,50000,
d_d001387,제주푸른호텔,1,1,Y,2022/09/16 0:00,2022/09/18 0:00,2,,옥션,,,,,2022/09/09 21:23,1,23910,숙박비
d_d003974,인피니티리조트,0,4,Y,2022/10/15 0:00,2022/10/16 0:00,2,,,제주특별자치도 제주시 조천읍 조함해안로 376-9,제주특별자치도 제주시 조천읍 함덕리 3297,,,,1,97200,
b_b004963,개똥골펜션,0,3,Y,2022/10/02 0:00,2022/10/03 0:00,4,,,경남 통영시 한산면 한산일주로 590-116,경남 통영시 한산면 창좌리 952,,,,1,150000,
d_d003747,코업시티호텔 성산,1,1,Y,2022/10/10 0:00,2022/10/12 0:00,1,,Booking.com,,,,,2022/10/05 0:00,1,120474,스텐다드 더블룸
d_d002955,메이더카라반,0,5,Y,2022/10/09 0:00,2022/10/10 0:00,6,,,제주특별자치도 제주시 구좌읍 일주동로 1622,제주특별자치도 제주시 구좌읍 동복리 1651-1,,,,5,150000,
d_d000709,앳코너,1,3,Y,2022/08/24 0:00,2022/08/25 0:00,2,,에어비엔비,,,,,2022/07/25 0:00,1,134000,독채 렌트비
d_d006063,코코스펜션,1,3,Y,2022/10/22 0:00,2022/10/23 0:00,5,,코코스협재,제주특별자치도 제주시 한림읍 협재2길 26,,4849107,5011025031,2022/10/23 9:05,1,10000,펜션비
c_c002492,스터번호텔,0,1,Y,2022/09/16 0:00,2022/09/17 0:00,2,,,경남 거제시 동부면 학동7길 2,경남 거제시 동부면 학동리 218-3,,,,1,143520,
d_d006140,샐리스 제주,0,1,Y,2022/10/17 0:00,2022/10/18 0:00,4,,,제주특별자치도 제주시 애월읍 고내로 46,제주특별자치도 제주시 애월읍 하가리 1258-1,,,,1,103550,
d_d009069,호랑이주택,1,7,Y,2022/10/30 0:00,2022/10/31 0:00,1,,호랑이주택,제주특별자치도 제주시 한림읍 명랑남길 17,제주특별자치도 제주시 한림읍 한림리 546-1,4847650,5011025024,2022/10/28 0:00,1,25000,4인 남성도미토리(1인요금)
d_d006341,휘닉스제주,0,4,Y,2022/10/22 0:00,2022/10/24 0:00,3,,,제주특별자치도 서귀포시 성산읍 섭지코지로 107,제주특별자치도 서귀포시 성산읍 고성리 127-2,,,,4,700000,
b_b006272,남해민박,10,8,,,,2,,남해민박,남해대로2477번안길,,,,,5,120000,
d_d007782,마제스티 펜션,0,3,Y,2022/10/28 0:00,2022/10/29 0:00,2,,,제주특별자치도 제주시 한림읍 옹포2길 12,제주특별자치도 제주시 한림읍 협재리 1388,,,,1,130000,
d_d010253,랜딩관 제주신화월드호텔앤리조트,0,1,Y,2022/11/02 0:00,2022/11/03 0:00,3,,,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,제주특별자치도 서귀포시 안덕면 서광리 산 24,,,,1,95810,
d_d006761,울릉벚꽃 게스트하우스,1,7,Y,2022/10/22 0:00,2022/10/25 0:00,3,,울릉벚꽃 게스트하우스,경북 울릉군 서면 통구미1길 162,경북 울릉군 서면 남양리 79-2,4778060,4794031024,2022/10/13 18:31,3,180000,게스트하우스
d_d009717,오세화,0,3,Y,2022/10/30 0:00,2022/11/03 0:00,2,,,제주특별자치도 제주시 구좌읍 세송로 8-11,제주특별자치도 제주시 구좌읍 세화리 887,,,,1,520000,
d_d004550,신신호텔 제주공항점,0,1,Y,2022/10/23 0:00,2022/10/24 0:00,2,,,제주특별자치도 제주시 도령로 124,제주특별자치도 제주시 연동 270-2,,,,1,62070,
c_c001068,울산대학교 청운학사 기린관,0,11,N,2022/09/04 0:00,2022/09/05 0:00,4,,,울산 남구 대학로 93,울산 남구 무거동 665,,,,,0,
d_d002634,스플래시리조트,0,4,Y,2022/10/22 0:00,2022/10/23 0:00,1,,,제주특별자치도 서귀포시 솔동산로 28,제주특별자치도 서귀포시 서귀동 644-3,,,,5,130000,
d_d001187,메리어트관 제주신화월드호텔앤리조트,0,1,Y,2022/09/28 0:00,2022/09/30 0:00,2,,,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,제주특별자치도 서귀포시 안덕면 서광리 산 24,,,,1,25800,
d_d006339,숙소,0,11,N,2022/10/28 0:00,2022/10/29 0:00,2,,,신례로340,,,,,,0,
b_b000218,서울역울릉역,0,7,Y,2022/08/16 0:00,2022/08/17 0:00,2,,,천부리 571-1,,,,,1,179000,
d_d002252,에어비앤비,1,11,Y,2022/10/02 0:00,2022/10/04 0:00,2,,에어비앤비,,,,,2022/08/03 21:22,1,173295,집/아파트.침대1개.게스트 2명
a_a002402,웨스턴그레이스호텔,2,1,Y,2022/09/17 0:00,2022/09/18 0:00,2,5278800686,주식회사 카카오페이,경기 성남시 분당구 판교역로 152,경기 성남시 분당구 백현동 537,3179025,4113511000,2022/09/15 20:22,1,110000,웨스턴그레이스호텔 숙박비
d_d002447,베드라디오 동문점,0,7,Y,2022/09/30 0:00,2022/10/02 0:00,2,,,제주특별자치도 제주시 중앙로1길 41-1,제주특별자치도 제주시 건입동 1322,,,,1,127500,
d_d000640,HAEVICH HOTEL & RESORT JEJU,10,1,,,,3,6168127929,해비치호텔앤드리조트㈜,제주특별자치도 서귀포시 표선면 민속해안로 537,,3350090,5013032021,2022/08/30 9:46,1,56000,호텔비
d_d005882,갤러리호텔비앤비,0,1,Y,2022/10/22 0:00,2022/10/23 0:00,1,,,제주특별자치도 제주시 삼무로3길 48,제주특별자치도 제주시 연동 271-4,,,,1,35000,
d_d002563,안녕함덕,0,7,Y,2022/10/07 0:00,2022/10/09 0:00,1,,,제주특별자치도 제주시 조천읍 함덕로 10,제주특별자치도 제주시 조천읍 함덕리 272-43,,,,1,54000,
d_d009017,플레이스캠프제주,1,1,Y,2022/10/30 0:00,2022/10/31 0:00,2,4988500107,플레이스(playce),제주특별자치도 서귀포시 성산읍 동류암로 20,,3350063,5013025924,2022/10/30 14:51,1,83505,
d_d012299,라임모텔,1,2,Y,2022/11/11 0:00,2022/11/12 0:00,2,,제주 라임,제주특별자치도 제주시 도두봉6길 29,제주특별자치도 제주시 도두일동 1702-6,4847520,5011012700,2022/11/07 10:01,1,42000,
d_d000494,기린빌라리조트,0,4,Y,2022/09/06 0:00,2022/09/08 0:00,4,,,제주특별자치도 서귀포시 남원읍 서성로 427-1,제주특별자치도 서귀포시 남원읍 위미리 4628,,,,,0,
d_d000887,그랜드하얏트제주,1,1,Y,2022/09/03 0:00,2022/09/05 0:00,2,,그랜드 하얏트,제주특별자치도 제주시 노연로 12,제주특별자치도 제주시 노형동 925,3349041,5011012200,2022/08/01 16:04,1,498599,호텔비
d_d009091,제주오션팰리스,0,1,Y,2022/10/31 0:00,2022/11/01 0:00,2,,,제주특별자치도 서귀포시 중앙로 14,제주특별자치도 서귀포시 서귀동 494,,,,1,42768,
d_d000033,호텔 더본 제주,10,1,,,,4,1938500328,호텔더본제주,제주특별자치도 서귀포시 색달로 18,제주특별자치도 서귀포시 색달동 2138,3350132,5013011900,2022/08/09 11:15,1,46000,숙박비
d_d007907,협재 서쪽게스트하우스,0,7,Y,2022/10/28 0:00,2022/10/30 0:00,1,,,제주특별자치도 제주시 한림읍 협재2길 12,제주특별자치도 제주시 한림읍 협재리 2527,,,,5,120000,
d_d001570,브라운스위트제주 호텔앤리조트,1,1,Y,2022/09/23 0:00,2022/09/24 0:00,2,8348500773,브라운스위트제주호텔,제주특별자치도 서귀포시 성산읍 고성오조로 94,,3350018,5013025924,2022/09/23 14:40,1,58282,
d_d002193,에코랜드 호텔,1,1,Y,2022/10/08 0:00,2022/10/09 0:00,3,,에코랜드호텔,제주특별자치도 제주시 조천읍 남조로 1982,제주특별자치도 제주시 조천읍 교래리 385-1,3349229,5011025929,2022/07/19 13:19,1,234360,슈페이어트윈
d_d002841,달1037,0,3,Y,2022/10/21 0:00,2022/10/23 0:00,2,,,제주특별자치도 서귀포시 성산읍 중산간동로 4204-12,제주특별자치도 서귀포시 성산읍 삼달리 1037-1,,,,5,198000,
d_d010343,켄싱턴리조트 제주한림,0,4,Y,2022/11/01 0:00,2022/11/02 0:00,4,,,제주특별자치도 제주시 한림읍 한림해안로 530,,,,,1,156000,
d_d004352,하늘아래 게스트하우스,1,11,Y,2022/10/19 0:00,2022/10/20 0:00,1,,에어비앤비,,,,,2022/10/17 13:44,1,86647,개인실.침대2개.게스트1명
a_a001606,데일리펜션,1,3,Y,2022/09/20 0:00,2022/09/21 0:00,1,,주식회사 인터파크,,,,,2022/09/05 15:31,1,51150,강화도 데일리펜션
d_d004583,스카이호텔,0,1,Y,2022/10/25 0:00,2022/10/26 0:00,1,,,제주특별자치도 제주시 한림읍 한림로 917,제주특별자치도 제주시 한림읍 귀덕리 3646,,,,1,47530,
d_d009396,하젠타운,0,3,Y,2022/11/05 0:00,2022/11/06 0:00,4,,,토산중앙로 140,,,,,1,159000,
d_d003090,삼달리참꽃네,0,8,Y,2022/10/05 0:00,2022/10/06 0:00,1,,,제주특별자치도 서귀포시 성산읍 삼달로 66,제주특별자치도 서귀포시 성산읍 삼달리 103-16,,,,1,150000,
d_d009470,동행in협재,1,7,Y,2022/10/31 0:00,2022/11/02 0:00,1,5248601528,네이버파이낸셜 주식회사,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021,4113510300,2022/10/29 16:41,3,30000,
d_d000101,홍스랜드,0,3,Y,2022/08/11 0:00,2022/08/13 0:00,2,,,제주특별자치도 제주시 애월읍 어음13길 25-45,제주특별자치도 제주시 애월읍 어음리 1412-1,,,,1,358000,
d_d001642,귤중옥펜션,0,3,Y,2022/10/01 0:00,2022/10/02 0:00,2,,,제주특별자치도 서귀포시 안덕면 덕수서로163번길 34,제주특별자치도 서귀포시 안덕면 덕수리 2769-1,,,,1,75000,
d_d000039,부띠끄풀빌라 나미브,0,3,Y,2022/08/13 0:00,2022/08/14 0:00,4,,,제주특별자치도 제주시 한경면 판포4길 41-41,제주특별자치도 제주시 한경면 판포리 1684,,,,1,350000,
d_d001747,HAEVICH HOTEL & RESORT JEJU,10,1,,,,2,6168127929,해비치호텔앤드리조트㈜,제주특별자치도 서귀포시 표선면 민속해안로 537,,3350090,5013032021,2022/10/04 12:03,1,122550,호텔비
d_d007369,펠리시아호텔,1,1,Y,2022/10/26 0:00,2022/10/27 0:00,3,7428600224,(주)위드이노베이션,서울 강남구 봉은사로 479,,3122004,1168010500,2022/10/22 20:41,1,74000,MO-서귀포펠리시아 - 디럭
d_d005281,삼해인관광호텔,1,1,Y,2022/10/11 0:00,2022/10/12 0:00,3,,삼해인호텔,제주특별자치도 제주시 도령로 108,제주특별자치도 제주시 연동 260-9,3349052,5011013700,2022/09/26 8:12,1,30760,"패밀리 스위트(한실 온실, 침실 더블+싱글베드)"
d_d001673,바랑쉬게스트하우스,1,7,Y,2022/09/26 0:00,2022/09/27 0:00,1,4740200976,바랑쉬,제주특별자치도 서귀포시 성산읍 환해장성로 496,제주특별자치도 서귀포시 성산읍 온평리 1111-2,3350332,5013025926,2022/09/26 19:42,3,20000,
d_d008994,해밀렌트하우스,0,7,Y,2022/10/30 0:00,2022/11/01 0:00,4,,,법화로 54(하원동 1254-1),,,,,1,346590,
d_d004458,하도리보통날,0,8,Y,2022/10/22 0:00,2022/10/23 0:00,2,,,제주특별자치도 제주시 구좌읍 하도1길 33,제주특별자치도 제주시 구좌읍 하도리 2205-1,,,,5,130000,
d_d004070,골드원호텔&스위트,0,1,Y,2022/10/22 0:00,2022/10/24 0:00,1,,,제주특별자치도 서귀포시 이어도로 1032,제주특별자치도 서귀포시 서호동 115,,,,4,538000,
d_d007774,에어비앤비,1,11,Y,2022/10/28 0:00,2022/10/29 0:00,2,,에어비앤비,,제주특별자치도 서귀포시 남원읍 신흥앞동산로35번길 23-4,,,2022/09/20 8:10,1,265718,집/아파트 전체 ?  침대 1개 ?  게스트 2명
d_d001482,호텔섬앤썸,2,1,Y,2022/10/02 0:00,2022/10/05 0:00,2,4468102090,(주)아이엠아일랜드,경북 울릉군 울릉읍 도동3길 27-1,경북 울릉군 울릉읍 도동리 182-6,4778014,4794025024,2022/10/04 10:01,1,80000,침대방
d_d003096,문어오빠제주게스트하우스,1,7,Y,2022/10/05 0:00,2022/10/06 0:00,1,,제주도파티게스트하우스 문어오빠,제주특별자치도 제주시 한림읍 한림로 372-15,제주특별자치도 제주시 한림읍 협재리 1860,3349208,5011025031,,1,30000,여자6인실(옥돔ROOM)
d_d002304,르네상스호텔,1,1,N,2022/09/30 0:00,2022/10/01 0:00,1,4411400606,르네상스호텔,제주특별자치도 제주시 서사로14길 1,제주특별자치도 제주시 삼도일동 531,4847915,5011010500,2022/09/30 17:21,1,50000,호텔비
d_d009051,보헤미안 애월,0,3,Y,2022/10/28 0:00,2022/10/31 0:00,2,,,제주특별자치도 제주시 애월읍 고내안길 28,제주특별자치도 제주시 애월읍 고내리 1212-1,,,,1,377000,
d_d001707,빅썸 호스텔,0,7,Y,2022/10/02 0:00,2022/10/04 0:00,4,,,제주특별자치도 서귀포시 남원읍 태위로 984-7,제주특별자치도 서귀포시 남원읍 태흥리 373,,,,5,250000,
d_d004957,마블러스하도,0,4,Y,2022/10/19 0:00,2022/10/19 0:00,3,,,제주특별자치도 제주시 구좌읍 해맞이해안로 1651,제주특별자치도 제주시 구좌읍 하도리 1808,,,,,0,
d_d001027,마레보비치호텔,1,1,Y,2022/09/02 0:00,2022/09/03 0:00,2,,제주마레보비치호텔,제주특별자치도 제주시 애월읍 곽지1길 23,제주특별자치도 제주시 애월읍 곽지리 1565-18,4847146,5011025337,2022/08/03 12:51,1,107573,마운틴뷰패밀리트윈룸
d_d001876,뜨리바다펜션,0,3,Y,2022/09/27 0:00,2022/09/28 0:00,2,,,제주특별자치도 서귀포시 남원읍 태위로510번길 31-16,제주특별자치도 서귀포시 남원읍 남원리 2397,,,,5,100000,
d_d000872,호텔케니모슬포,0,1,Y,2022/08/26 0:00,2022/08/27 0:00,2,,,제주특별자치도 서귀포시 대정읍 하모중앙로 22,제주특별자치도 서귀포시 대정읍 하모리 1414-1,,,,1,35000,
d_d004921,위드시티호텔,0,1,Y,2022/10/17 0:00,2022/10/18 0:00,2,,,제주특별자치도 제주시 노연로 34,제주특별자치도 제주시 노형동 930-5,,,,5,60000,
d_d000507,타기모텔,0,2,Y,2022/08/20 0:00,2022/08/21 0:00,2,,,제주특별자치도 제주시 중앙로5길 12,제주특별자치도 제주시 일도일동 1300-20,,,,1,35000,
d_d000668,브라보인,0,7,Y,2022/08/19 0:00,2022/08/20 0:00,1,,,제주특별자치도 제주시 산지로 19,,,,,5,80000,
d_d000631,랜딩관 제주신화월드호텔앤리조트,1,1,Y,2022/08/31 0:00,2022/09/02 0:00,4,6168609829,람정제주개발 주식회사,제주특별자치도 서귀포시 안덕면 녹차분재로 217,,3349232,5013031027,2022/08/31 15:12,1,530000,호텔비
d_d001103,제주도게스트하우스파티 한담누리,1,7,Y,2022/09/02 0:00,2022/09/03 0:00,1,,제주애월게스트하우스 한담누리,제주특별자치도 제주시 애월읍 일주서로 6158,제주특별자치도 제주시 애월읍 애월리 2443-2,3349236,5011025334,2022/08/31 0:00,1,30000,게스트하우스 비
d_d010193,미니메리,0,8,Y,2022/11/02 0:00,2022/11/03 0:00,2,,,제주특별자치도 서귀포시 안덕면 난드르로36번길 17,제주특별자치도 서귀포시 안덕면 창천리 852-4,,,,5,75000,
c_c004745,안면도자연휴양림 숲속의집,1,9,Y,2022/10/12 0:00,2022/10/13 0:00,1,3078303973,충청남도산림자원연구소,충남 태안군 안면읍 안면대로 3195-6,,2264001,4482525321,2022/09/30 0:30,1,56000,만남1호(5인실)1박
d_d005065,나무앤씨 키즈,1,11,Y,2022/10/11 0:00,2022/10/14 0:00,3,,에어비앤비,,,,,2022/07/16 0:00,1,589200,집/아파트 전체.침대2개.게스트 2명
d_d001399,파미유스파리조트,1,4,Y,2022/09/25 0:00,2022/09/26 0:00,3,,(주)인터파크,,,,,2022/09/20 16:11,1,67100,
d_d004451,아쿠아뷰티크,0,3,Y,2022/10/29 0:00,2022/10/30 0:00,2,,,제주특별자치도 제주시 구좌읍 해맞이해안로 522,제주특별자치도 제주시 구좌읍 행원리 1515-9,,,,2,163500,
d_d001784,호텔조이,1,1,Y,2022/10/01 0:00,2022/10/02 0:00,2,2208742885,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2022/10/01 14:52,1,49500,제주 조이호텔
d_d000352,오션뷰게스트하우스,10,7,,,,2,,오션뷰게스트하우스,난드르로 49-71 (창천리) 2층,,,,,1,44000,숙박비
d_d003564,코업시티호텔 하버뷰,0,1,Y,2022/10/28 0:00,2022/10/30 0:00,2,,,제주특별자치도 서귀포시 남원읍 태위로 108,제주특별자치도 서귀포시 남원읍 위미리 2895,,,,1,128000,
d_d001677,신신호텔 제주공항점,1,1,Y,2022/09/24 0:00,2022/09/25 0:00,2,2208115770,나이스정보통신㈜,제주특별자치도 제주시 도령로 124,제주특별자치도 제주시 연동 270-2,3349052,5011013700,2022/09/24 0:00,,0,신신호텔 제주공항
c_c002415,숙소,1,11,N,2022/09/26 0:00,2022/09/26 0:00,2,7350801270,다도해식당,전남 여수시 동문로 135-1,전남 여수시 공화동 347,3282020,4613010300,2022/09/26 13:06,1,30000,
b_b004543,공곶이가는길펜션,1,3,Y,2022/10/01 0:00,2022/10/02 0:00,5,6121305394,공곶이편의점,경남 거제시 일운면 와현로 257,경남 거제시 일운면 와현리 166,3337034,4831031023,2022/10/02 9:41,3,120000,
d_d010480,바솔트,1,1,N,2022/10/30 0:00,2022/10/30 0:00,1,1638501442,디에스디엘주식회사,제주특별자치도 서귀포시 막숙포로 118,제주특별자치도 서귀포시 법환동 1498,3350078,5013010200,2022/10/30 21:07,1,34800,
d_d001393,휘슬락호텔,0,1,Y,2022/09/12 0:00,2022/09/13 0:00,3,,,제주특별자치도 제주시 서부두2길 26,제주특별자치도 제주시 건입동 1443-2,,,,1,92396,
d_d001437,에코랜드호텔,0,1,Y,2022/09/16 0:00,2022/09/18 0:00,3,,,제주특별자치도 제주시 조천읍 남조로 1982,제주특별자치도 제주시 조천읍 교래리 385-1,,,,2,850000,
d_d005360,신라스테이 제주,0,1,Y,2022/10/14 0:00,2022/10/16 0:00,2,,,제주특별자치도 제주시 노연로 100,제주특별자치도 제주시 연동 274-16,,,,1,308550,
a_a002583,영종씨사이드파크카라반캠핑장,0,5,Y,2022/09/24 0:00,2022/09/25 0:00,4,,,인천 중구 영종해안남로 1403,인천 중구 운남동 1640-1,,,,5,175620,
d_d003715,리조트 청,0,4,Y,2022/10/15 0:00,2022/10/16 0:00,7,,,강정동 1338 리조트 청,,,,,5,368000,
d_d010562,두모리에 리조트,0,4,Y,2022/10/31 0:00,2022/11/02 0:00,2,,,제주특별자치도 제주시 한경면 두모11길 52-1,제주특별자치도 제주시 한경면 두모리 2611,,,,1,168000,
d_d002798,다이어리펜션,1,11,Y,2022/10/19 0:00,2022/10/22 0:00,3,,에어비앤비,,,,,2022/09/26 13:02,1,545877,집/아파트 전체.침대2개.게스트3명
d_d000243,호텔샬롬제주,0,1,Y,2022/08/17 0:00,2022/08/18 0:00,2,,,제주특별자치도 제주시 동광로 34,제주특별자치도 제주시 이도이동 1174-1,,,,1,65834,
d_d000145,제주명성아카데미하우스,0,4,Y,2022/08/11 0:00,2022/08/13 0:00,4,,,제주특별자치도 제주시 조천읍 남조로 2119-39,제주특별자치도 제주시 조천읍 교래리 785-1,,,,3,160000,
c_c000618,쏠비치 진도,1,4,Y,2022/09/02 0:00,2022/09/04 0:00,3,,소노호텔&리조트쏠비치진도,전남 진도군 의신면 송군길 30-40,전남 진도군 의신면 초사리 1204,4703172,4690033029,2022/09/02 0:00,1,50000,콘도_패밀리(취사/클린)
d_d004588,제이투호텔,1,11,Y,2022/10/12 0:00,2022/10/13 0:00,3,,에어비앤비,,,,,2022/10/03 12:56,1,86647,개인실.침대3개.게스트3명
d_d002476,(주)호텔신라제주호텔,10,1,,,,5,2038143363,(주)호텔신라,제주특별자치도 서귀포시 중문관광로72번길 75,제주특별자치도 서귀포시 색달동 3039-3,4850763,5013011900,2022/10/02 21:31,1,243750,호텔비
a_a000311,주식회사 파라다이스세가사미,10,1,,,,3,1218618441,주식회사 파라다이스세가사미,인천 중구 영종해안남로321번길 186,인천 중구 운서동 2874,4247199,2811014700,2022/08/27 9:02,1,108000,호텔비
d_d010185,제니빌펜션,0,3,Y,2022/11/02 0:00,2022/11/03 0:00,6,,,제주특별자치도 서귀포시 남원읍 태위로 604-15,제주특별자치도 서귀포시 남원읍 남원리 1373,,,,5,160000,
d_d002513,탐라스테이호텔제주,0,1,Y,2022/10/13 0:00,2022/10/14 0:00,1,,,제주특별자치도 제주시 애월읍 애월해안로 881,제주특별자치도 제주시 애월읍 하귀2리 2732,,,,5,76650,
d_d006648,호텔윈스토리,0,1,N,2022/10/26 0:00,2022/10/28 0:00,2,,,제주특별자치도 서귀포시 중정로 11,제주특별자치도 서귀포시 서귀동 318-17,,,,1,178000,
d_d004328,성게돌펜션,1,11,Y,2022/10/27 0:00,2022/10/28 0:00,1,,에어비앤비,,,,,2022/10/27 0:00,1,65852,개인실.침대1개.게스트2명.반려동물1마리
d_d000478,달이머물다 게스트하우스,1,7,Y,2022/08/24 0:00,2022/08/25 0:00,1,2213308970,제주도게스트하우스파티달이머물다,제주특별자치도 제주시 구좌읍 해맞이해안로 518-38,제주특별자치도 제주시 구좌읍 행원리 1511-3,3349242,5011025627,2022/08/26 12:12,3,25000,여자도미토리6인실A;
