여행ID,이동수단구분,이용경비구분,이용경비순번,이동수단구분명,소비인원,사업자등록번호,상호명,결제일시,결제방식구분,결제금액,소비내역
d_d001457,9,교통비,0,항공기,2,,,,,425600,
d_d001326,1,주유비,0,자가용(승용/승합/트럭 등등),6,,,,,60000,
d_d002080,4,교통비,2,택시,2,,,2022/10/02 8:07,1,24460,택시비
c_c000024,1,통행료,0,자가용(승용/승합/트럭 등등),1,,,,,40000,
d_d010107,9,교통비,11,항공기,2,,TRIP.COM,2022/10/16 19:59,1,255600,비행기표
d_d004370,2,렌탈비,3,렌터카(승용/승합/버스 등등),1,6168190529,주식회사 쏘카,2022/10/29 18:48,1,10840,렌트비
d_d000044,4,교통비,0,택시,1,,,,,33500,
d_d005089,9,교통비,0,항공기,1,,,,,223200,비행기표
d_d003510,9,교통비,0,항공기,1,,,,,106770,비행기표
d_d000014,1,주차비,11,자가용(승용/승합/트럭 등등),5,1098522730,김포공항,2022/08/19 0:00,1,54200,주차비
d_d001447,9,교통비,0,항공기,2,,,,,425600,
c_c000263,2,렌탈비,1,렌터카(승용/승합/버스 등등),3,6138136598,금송운수(주),2022/08/18 11:32,1,7500,
d_d002507,2,렌탈비,1,렌터카(승용/승합/버스 등등),2,,,2022/10/08 9:35,1,69200,
d_d003925,9,교통비,3,항공기,5,1018194800,(주)티웨이항공,2022/04/28 0:00,1,322700,비행기표
d_d005084,9,교통비,0,항공기,2,,,,,210000,비행기표
c_c001848,1,통행료,0,자가용(승용/승합/트럭 등등),2,,,,,8200,
c_c001346,1,주유비,0,자가용(승용/승합/트럭 등등),6,,,,,100000,
d_d002824,11,교통비,0,관광버스,2,,,,,71600,
d_d002798,2,주유비,0,렌터카(승용/승합/버스 등등),3,,,,,60000,
c_c000263,1,통행료,0,자가용(승용/승합/트럭 등등),3,,,,,26900,
b_b002878,1,주유비,0,자가용(승용/승합/트럭 등등),2,,,,,150000,
a_a002231,1,주차비,11,자가용(승용/승합/트럭 등등),1,1071865798,IFC서울관리단,2022/09/13 11:45,1,12000,주차비
d_d002459,2,주유비,0,렌터카(승용/승합/버스 등등),1,,,,,80000,
b_b006607,1,통행료,0,자가용(승용/승합/트럭 등등),1,,,,,20000,
d_d012489,1,주유비,0,자가용(승용/승합/트럭 등등),2,,,,,48340,
d_d009331,9,교통비,2,항공기,2,8258100091,에어서울,2022/11/02 0:00,1,82600,비행기표
d_d004061,50,교통비,0,버스 + 지하철,1,,,,,17500,
d_d003287,2,렌탈비,1,렌터카(승용/승합/버스 등등),1,6460500330,스쿠터천국,2022/10/20 8:47,1,40000,
d_d003907,2,주차비,0,렌터카(승용/승합/버스 등등),4,,,,,1000,
c_c001916,1,통행료,0,자가용(승용/승합/트럭 등등),1,,,,,8800,
d_d000842,10,교통비,0,배/선박,2,,,,,20000,
c_c006429,1,주차비,0,자가용(승용/승합/트럭 등등),4,,,,,5000,
d_d001521,1,통행료,0,자가용(승용/승합/트럭 등등),3,,,,,6200,
d_d000315,1,주유비,0,자가용(승용/승합/트럭 등등),3,,,,,20000,
d_d004801,2,주유비,0,렌터카(승용/승합/버스 등등),4,,,,,30000,
d_d004101,50,교통비,0,버스 + 지하철,3,,,,,7800,
d_d000278,2,렌탈비,0,렌터카(승용/승합/버스 등등),1,,,,,439200,
d_d000540,2,주유비,0,렌터카(승용/승합/버스 등등),2,,,,,41850,
d_d001387,4,교통비,4,택시,2,,,2022/09/17 22:12,1,10700,택시비
d_d006036,1,주유비,0,자가용(승용/승합/트럭 등등),2,,,,,25000,
d_d005344,4,교통비,3,택시,2,6162463164,세기교통,2022/10/13 14:04,1,7900,택시비
d_d010490,2,렌탈비,0,렌터카(승용/승합/버스 등등),4,,,,,65000,
d_d010281,2,렌탈비,13,렌터카(승용/승합/버스 등등),2,,뉴대한렌트카,,5,73040,렌트비
d_d009488,2,주유비,0,렌터카(승용/승합/버스 등등),2,,,,,30000,
d_d010671,2,렌탈비,0,렌터카(승용/승합/버스 등등),1,,,,,115000,
d_d003099,9,교통비,0,항공기,4,,,,,872000,비행기표
d_d002810,2,렌탈비,0,렌터카(승용/승합/버스 등등),4,,,,,200000,
d_d010272,4,교통비,0,택시,1,,,,,9200,
d_d003194,2,렌탈비,0,렌터카(승용/승합/버스 등등),3,,,,,293820,
d_d003537,10,교통비,0,배/선박,1,,,,,9000,
d_d000305,2,주차비,0,렌터카(승용/승합/버스 등등),2,,,,,2000,
c_c000737,1,주유비,0,자가용(승용/승합/트럭 등등),2,,,,,68000,
d_d005344,4,교통비,5,택시,2,4876100493,개인택시,2022/10/12 11:59,1,11100,택시비
d_d011690,50,교통비,0,버스 + 지하철,2,,,,,9200,
d_d004693,4,교통비,0,택시,2,,,,,26000,
d_d000856,9,교통비,1,항공기,2,1218189086,주식회사 진에어,2022/08/02 17:47,1,167200,비행기표
a_a011778,2,렌탈비,1,렌터카(승용/승합/버스 등등),1,,,2022/10/25 14:00,1,42520,렌트비
d_d006715,2,주유비,0,렌터카(승용/승합/버스 등등),1,,,,,40000,
d_d002758,2,주차비,0,렌터카(승용/승합/버스 등등),3,,,,,1800,
d_d008039,9,교통비,1,항공기,3,1018194800,(주)티웨이항공,2022/09/20 15:18,1,173200,비행기표
d_d003507,2,렌탈비,0,렌터카(승용/승합/버스 등등),4,,,,,138400,
d_d001416,1,주유비,11,자가용(승용/승합/트럭 등등),2,3723900282,연동주유소,2022/09/12 12:31,1,50000,주유비
d_d002432,2,주유비,0,렌터카(승용/승합/버스 등등),5,,,,,50000,
a_a000169,1,주차비,0,자가용(승용/승합/트럭 등등),4,,,,,500,
d_d007782,2,렌탈비,12,렌터카(승용/승합/버스 등등),2,,제주다움렌트카,,1,47500,렌트비
b_b000708,1,주유비,0,자가용(승용/승합/트럭 등등),3,,,,,50000,
d_d002227,8,교통비,0,새마을/무궁화열차,2,,,,,9400,기차표
d_d010207,2,주유비,0,렌터카(승용/승합/버스 등등),3,,,,,60000,
d_d001048,1,주유비,0,자가용(승용/승합/트럭 등등),3,,,,,60000,
d_d001844,9,교통비,1,항공기,4,1018194800,(주)티웨이항공,2022/02/20 19:40,1,265600,비행기표
d_d007572,10,교통비,1,배/선박,4,6168145193,우도해운(주),2022/10/30 10:46,1,33300,(왕복)승/대인;(왕복)승/소인;입장료/어른;입장료/청소년;입장료/어린이
d_d002028,1,주유비,0,자가용(승용/승합/트럭 등등),1,,,,,18139,
d_d001589,1,통행료,0,자가용(승용/승합/트럭 등등),2,,,,,8800,
d_d003049,9,교통비,0,항공기,4,,,,,750000,비행기표
d_d007017,4,교통비,2,택시,2,6168102796,(유)우일교통,2022/10/25 18:26,1,4400,택시비
d_d000914,4,교통비,0,택시,1,,,,,26400,
d_d001350,1,주유비,0,자가용(승용/승합/트럭 등등),1,,,,,5000,
d_d004454,9,교통비,1,항공기,1,1048117480,아시아나항공㈜,2022/10/08 12:20,1,38800,비행기표
d_d009281,1,주차비,0,자가용(승용/승합/트럭 등등),5,,,,,3000,
d_d007503,50,교통비,0,버스 + 지하철,2,,,,,3500,
b_b001015,1,주차비,0,자가용(승용/승합/트럭 등등),4,,,,,10100,
d_d003179,50,교통비,0,버스 + 지하철,2,,,,,40400,
d_d010113,9,교통비,0,항공기,1,,,,,175000,비행기표
d_d006690,10,교통비,2,배/선박,2,6168145193,우도해운(주),2022/10/21 11:42,1,26200,승선권/대인;승선권/대형;입장료/차량C
d_d001592,1,주차비,0,자가용(승용/승합/트럭 등등),2,,,,,34000,
b_b005863,7,교통비,0,KTX/SRT(고속열차),1,,,,,13000,기차표
b_b014606,1,통행료,0,자가용(승용/승합/트럭 등등),2,,,,,6000,
d_d002681,2,렌탈비,12,렌터카(승용/승합/버스 등등),10,,주식회사 땡큐제주렌트카,2022/06/29 0:00,1,299250,렌트비
d_d010447,2,렌탈비,1,렌터카(승용/승합/버스 등등),1,,,2022/10/31 10:05,1,97840,렌트비
d_d001279,2,주차비,0,렌터카(승용/승합/버스 등등),2,,,,,9000,
d_d004725,10,교통비,1,배/선박,3,,,2022/10/10 9:00,1,281610,승선권
d_d001925,9,교통비,2,항공기,2,6168150527,(주)제주항공,2022/09/06 15:34,1,258400,비행기표
d_d004451,10,교통비,1,배/선박,2,6168145193,우도해운(주),2022/10/30 11:27,1,20000,(왕복)승/대인;입장료/어른
d_d000148,9,교통비,0,항공기,2,,,,,332800,
d_d001554,4,교통비,2,택시,2,6161626373,,2022/09/23 9:59,1,3300,택시비
d_d010444,2,주유비,0,렌터카(승용/승합/버스 등등),1,,,,,30000,
d_d003474,1,통행료,0,자가용(승용/승합/트럭 등등),2,,,,,11000,
d_d010433,2,주차비,0,렌터카(승용/승합/버스 등등),2,,,,,4000,
d_d000058,1,주차비,0,자가용(승용/승합/트럭 등등),2,,,,,30000,
d_d000022,2,렌탈비,0,렌터카(승용/승합/버스 등등),1,,,,,434720,
d_d004179,1,주유비,0,자가용(승용/승합/트럭 등등),2,,,,,30000,
a_a001479,10,교통비,11,배/선박,1,1378204361,세종해운(주)월미사업부,2022/08/27 11:40,1,12400,승선권
c_c002969,1,주차비,11,자가용(승용/승합/트럭 등등),2,6128202729,국립공원관리공단,2022/09/23 11:30,3,4000,주차비
d_d003572,1,주차비,0,자가용(승용/승합/트럭 등등),2,,,,,6800,
d_d005029,1,주유비,0,자가용(승용/승합/트럭 등등),1,,,,,50000,
d_d005156,2,주유비,0,렌터카(승용/승합/버스 등등),1,,,,,80000,
d_d010419,4,교통비,0,택시,2,,,,,127320,
d_d004673,1,주유비,11,자가용(승용/승합/트럭 등등),2,6168198744,(주)무수천주유소,2022/10/21 18:28,1,30000,주유비
d_d004186,1,주차비,0,자가용(승용/승합/트럭 등등),5,,,,,2000,
d_d002560,4,교통비,0,택시,1,,,,,16500,
d_d005931,1,주차비,11,자가용(승용/승합/트럭 등등),1,6168300278,제주시청,2022/10/29 10:50,1,6000,주차비
d_d001902,50,교통비,0,버스 + 지하철,2,,,,,3000,
d_d005318,9,교통비,0,항공기,2,,,,,247020,비행기표
d_d001545,9,교통비,4,항공기,6,1018194800,(주)티웨이항공,2022/09/16 11:14,1,168000,비행기표
d_d002264,10,교통비,0,배/선박,1,,,,,10000,
d_d001934,4,교통비,13,택시,1,5028105228,영진운수(주),2022/10/05 16:12,1,6100,택시비
d_d006839,4,교통비,0,택시,2,,,,,13000,
d_d003157,50,교통비,0,버스 + 지하철,1,,,,,10000,
d_d003719,2,주유비,0,렌터카(승용/승합/버스 등등),7,,,,,100000,
b_b001010,10,교통비,1,배/선박,2,1908701036,(주)지세포관광유람선,2022/08/20 0:00,1,22000,외도 입장
c_c000637,1,통행료,0,자가용(승용/승합/트럭 등등),2,,,,,33700,
d_d011460,50,교통비,0,버스 + 지하철,1,,,,,9200,
d_d000724,1,주유비,0,자가용(승용/승합/트럭 등등),4,,,,,39000,
d_d000243,1,주유비,11,자가용(승용/승합/트럭 등등),2,2860101575,제주공항LPG충전소,2022/08/19 19:35,1,25000,주유비
d_d002812,50,교통비,0,버스 + 지하철,1,,,,,8000,
c_c002289,1,주차비,0,자가용(승용/승합/트럭 등등),4,,,,,750,
d_d005344,4,교통비,2,택시,2,6168102821,(유)대산운수,2022/10/13 15:29,1,4100,택시비
d_d003040,2,주유비,0,렌터카(승용/승합/버스 등등),4,,,,,15000,
d_d006711,4,교통비,0,택시,5,,,,,55500,
c_c003198,1,통행료,0,자가용(승용/승합/트럭 등등),3,,,,,12400,
d_d009017,16,교통비,0,기타,2,,,,,36000,
d_d002431,9,교통비,0,항공기,1,,,,,96950,비행기표
d_d001220,1,주차비,0,자가용(승용/승합/트럭 등등),3,,,,,29600,
d_d000561,16,교통비,0,기타,2,,,,,45000,
d_d001686,50,교통비,0,버스 + 지하철,1,,,,,3100,
c_c002185,1,주유비,0,자가용(승용/승합/트럭 등등),1,,,,,31000,
d_d000357,9,교통비,1,항공기,5,,,2022/07/11 22:20,1,6000,비행기표
d_d002378,9,교통비,0,항공기,1,,,,,73000,비행기표
d_d010311,9,교통비,1,항공기,1,2228700765,(주)하이에어,2022/11/05 10:55,1,88800,비행기표
d_d003090,2,렌탈비,0,렌터카(승용/승합/버스 등등),1,,,,,105200,
d_d003019,1,주유비,0,자가용(승용/승합/트럭 등등),8,,,,,30000,
d_d001368,2,렌탈비,0,렌터카(승용/승합/버스 등등),5,,,,,240000,
d_d003916,9,교통비,0,항공기,1,,,,,214800,비행기표
a_a000734,1,주유비,0,자가용(승용/승합/트럭 등등),1,,,,,60000,
d_d000263,9,교통비,1,항공기,2,1218189086,주식회사 진에어,2022/08/25 0:00,,0,비행기표
c_c000583,1,통행료,0,자가용(승용/승합/트럭 등등),6,,,,,38400,
d_d001280,50,교통비,0,버스 + 지하철,2,,,,,14000,
d_d011813,4,교통비,0,택시,1,,,,,5000,
d_d001347,1,주유비,11,자가용(승용/승합/트럭 등등),3,6162693037,굿모닝LPG충전소,2022/09/25 16:23,1,30000,주유비 차량용부탄
d_d000264,2,주유비,2,렌터카(승용/승합/버스 등등),3,2922700630,한동주유소,2022/08/21 14:18,1,50000,주유비
d_d007128,2,주유비,0,렌터카(승용/승합/버스 등등),9,,,,,70000,
a_a000439,2,주차비,0,렌터카(승용/승합/버스 등등),2,,,,,2000,
d_d001296,4,교통비,0,택시,1,,,,,40000,
d_d002564,10,교통비,1,배/선박,2,1078204813,한국해운조합,2022/10/20 0:00,1,28200, 승선권
d_d011538,2,주유비,0,렌터카(승용/승합/버스 등등),1,,,,,40000,
d_d007901,9,교통비,0,항공기,2,,,,,360000,비행기표
d_d000799,4,교통비,2,택시,1,6162290594,개인택시,2022/08/25 12:51,1,6900,택시비
d_d004370,2,렌탈비,2,렌터카(승용/승합/버스 등등),1,6168190529,주식회사 쏘카,2022/10/28 19:36,1,36400,렌트비
c_c008279,10,교통비,1,배/선박,3,1078204813,한국해운조합,2022/10/22 7:30,1,31200,승선권
d_d001300,9,교통비,1,항공기,1,1218189086,주식회사 진에어,2022/09/05 0:00,1,38600,비행기표
c_c001751,10,교통비,1,배/선박,2,1078204813,한국해운조합,2022/09/01 16:07,1,8200,
d_d004349,9,교통비,0,항공기,1,,,,,212800,
d_d000648,14,렌탈비,0,자전거,2,,,,,30000,
d_d002525,10,교통비,0,배/선박,1,,,,,29000,
d_d010347,50,교통비,0,버스 + 지하철,1,,,,,5900,
a_a000205,1,통행료,0,자가용(승용/승합/트럭 등등),2,,,,,20000,
d_d001615,16,교통비,0,기타,4,,,,,891840,
d_d000561,10,교통비,1,배/선박,2,6168145193,우도해운(주),2022/08/26 11:10,1,20000,(왕복)승/대인;입장료/어른
d_d000487,2,주유비,0,렌터카(승용/승합/버스 등등),1,,,,,50000,
d_d003270,4,교통비,0,택시,2,,,,,194060,
d_d002397,9,교통비,0,항공기,5,,,,,964100,비행기표
d_d000619,2,렌탈비,0,렌터카(승용/승합/버스 등등),2,,,,,50000,
d_d009206,2,주유비,0,렌터카(승용/승합/버스 등등),1,,,,,46000,
d_d001884,2,렌탈비,1,렌터카(승용/승합/버스 등등),1,6168603640,제주속으로,2022/10/09 19:16,1,26160,렌트비
c_c001068,2,렌탈비,1,렌터카(승용/승합/버스 등등),4,,,2022/09/05 1:00,1,385380,렌터카
d_d002958,2,주유비,0,렌터카(승용/승합/버스 등등),2,,,,,25000,
d_d002361,2,주차비,0,렌터카(승용/승합/버스 등등),3,,,,,10500,
d_d002846,2,주유비,3,렌터카(승용/승합/버스 등등),2,,,2022/10/11 17:09,1,20000,주유비
d_d010521,10,교통비,0,배/선박,2,,,,,45000,
d_d002533,4,교통비,0,택시,4,,,,,13500,
a_a001459,4,교통비,0,택시,3,,,,,12000,
d_d009631,9,교통비,2,항공기,1,,,2022/10/29 11:18,1,40300,비행기표
c_c003337,1,주유비,0,자가용(승용/승합/트럭 등등),2,,,,,70000,
d_d002137,2,주차비,0,렌터카(승용/승합/버스 등등),4,,,,,9500,
a_a001721,1,주유비,0,자가용(승용/승합/트럭 등등),2,,,,,55112,
d_d001784,4,교통비,2,택시,1,5024635361,택시,2022/09/30 5:24,1,4900,택시비
d_d004241,1,주차비,0,자가용(승용/승합/트럭 등등),4,,,,,2000,
d_d009588,9,교통비,0,항공기,2,,,,,278700,비행기표
d_d000791,50,교통비,0,버스 + 지하철,3,,,,,24750,
d_d004065,2,렌탈비,2,렌터카(승용/승합/버스 등등),3,5138163548,레츠고렌트카,2022/10/15 12:41,1,55000,렌트비
d_d002661,9,교통비,1,항공기,2,6168150527,(주)제주항공,2022/09/22 14:43,1,121200,비행기표
d_d003928,9,교통비,0,항공기,1,,,,,178200,비행기표
a_a004809,1,통행료,0,자가용(승용/승합/트럭 등등),2,,,,,18000,
d_d004251,1,주유비,0,자가용(승용/승합/트럭 등등),1,,,,,40000,
d_d009721,1,주유비,0,자가용(승용/승합/트럭 등등),2,,,,,20000,
d_d002713,9,교통비,1,항공기,2,1218189086,주식회사 진에어,2022/08/26 12:49,1,115600,비행기표
d_d004055,1,통행료,0,자가용(승용/승합/트럭 등등),2,,,,,3800,
d_d000175,9,교통비,2,항공기,4,,,2022/07/21 0:00,1,217200,비행기표
d_d000357,2,주유비,0,렌터카(승용/승합/버스 등등),4,,,,,100000,
d_d002183,50,교통비,0,버스 + 지하철,2,,,,,6200,
d_d000203,1,주유비,12,자가용(승용/승합/트럭 등등),1,1232268848,제주오케이충전소,2022/09/05 17:13,1,10000,주유비
d_d001784,2,렌탈비,2,렌터카(승용/승합/버스 등등),2,7398800561,디아이브이,2022/09/26 10:01,1,33000,[KD렌트카]면책자차;[KD렌트카]LF쏘나타+완전자차-LPG
a_a003218,4,교통비,0,택시,2,,,,,26600,
d_d012383,1,주유비,0,자가용(승용/승합/트럭 등등),1,,,,,30000,
d_d006832,50,교통비,0,버스 + 지하철,3,,,,,4350,
d_d000212,9,교통비,0,항공기,2,,,,,98000,비행기표
d_d009986,2,렌탈비,2,렌터카(승용/승합/버스 등등),2,6458800285,주식회사로그인렌트카,2022/11/03 10:05,1,10000,렌트비
d_d009219,9,교통비,0,항공기,1,,,,,158790,비행기표
d_d001775,4,교통비,0,택시,2,,,,,100000,
d_d002305,1,통행료,0,자가용(승용/승합/트럭 등등),4,,,,,4300,
d_d001713,2,주유비,0,렌터카(승용/승합/버스 등등),2,,,,,40000,
d_d010548,9,교통비,5,항공기,1,1048117480,아시아나항공㈜,2022/10/11 0:00,1,95400,비행기표
d_d001547,50,교통비,0,버스 + 지하철,2,,,,,7300,
a_a001912,1,주차비,11,자가용(승용/승합/트럭 등등),4,,전등사,2022/09/09 0:00,1,18000,어른개인;주차비
d_d001641,9,교통비,1,항공기,1,,,2022/08/08 21:51,1,66700,비행기표
d_d006004,1,주유비,0,자가용(승용/승합/트럭 등등),2,,,,,50000,
d_d001601,2,주차비,0,렌터카(승용/승합/버스 등등),2,,,,,600,
d_d006383,9,교통비,2,항공기,1,1048117480,아시아나항공㈜,2022/10/21 21:32,1,19400,비행기표
b_b002600,10,교통비,0,배/선박,3,,,,,117200,
d_d006383,2,주차비,0,렌터카(승용/승합/버스 등등),1,,,,,1000,
d_d007017,4,교통비,1,택시,2,3291900897,개인택시,2022/10/26 9:50,1,4400,택시비
d_d006123,4,교통비,0,택시,2,,,,,25000,
a_a004038,1,통행료,0,자가용(승용/승합/트럭 등등),2,,,,,19700,
d_d002821,2,렌탈비,1,렌터카(승용/승합/버스 등등),1,,,2022/10/18 21:30,1,196480,렌트비
d_d005977,4,교통비,1,택시,2,6162366465,,2022/10/18 17:24,1,4700,택시비
d_d001982,1,주유비,0,자가용(승용/승합/트럭 등등),2,,,,,87000,
d_d007400,4,교통비,1,택시,3,,,2022/10/28 7:02,3,7600,택시비
d_d000827,50,교통비,0,버스 + 지하철,1,,,,,6000,
d_d001216,9,교통비,0,항공기,8,,,,,1185000,비행기표
d_d000787,4,교통비,2,택시,2,6160954717,개인택시,2022/08/20 9:46,1,4700,택시비
d_d002101,1,주유비,0,자가용(승용/승합/트럭 등등),1,,,,,50000,
d_d010447,2,주유비,0,렌터카(승용/승합/버스 등등),1,,,,,50000,
d_d000793,50,교통비,0,버스 + 지하철,3,,,,,10000,
d_d000701,1,주유비,0,자가용(승용/승합/트럭 등등),4,,,,,77100,
a_a002392,1,주차비,0,자가용(승용/승합/트럭 등등),2,,,,,500,
d_d001115,4,교통비,0,택시,3,,,,,65000,
d_d010686,2,렌탈비,1,렌터카(승용/승합/버스 등등),1,,,2022/11/05 10:09,1,44100,렌트비
d_d000431,1,주차비,0,자가용(승용/승합/트럭 등등),2,,,,,7500,
d_d000447,2,주유비,0,렌터카(승용/승합/버스 등등),2,,,,,10000,
d_d001189,4,교통비,1,택시,2,,,2022/09/21 16:51,1,6900,택시비
d_d003510,8,교통비,0,새마을/무궁화열차,1,,,,,3900,기차표
d_d009973,14,렌탈비,1,자전거,1,,,2022/10/29 17:05,1,3900,전동 바이크 렌탈비
d_d004529,9,교통비,4,항공기,1,6058184518,에어부산 주식회사,2022/10/17 15:35,,0,비행기표
d_d001364,2,렌탈비,1,렌터카(승용/승합/버스 등등),3,1308650144,(주)무지개렌트카,2022/09/08 14:21,1,10000,렌트비
d_d000400,2,주유비,0,렌터카(승용/승합/버스 등등),2,,,,,67000,
c_c000855,1,주유비,0,자가용(승용/승합/트럭 등등),1,,,,,70000,
d_d010183,9,교통비,0,항공기,1,,,,,114600,비행기표
d_d009215,1,주유비,0,자가용(승용/승합/트럭 등등),2,,,,,20000,
d_d002109,10,교통비,1,배/선박,1,6168145193,우도해운(주),2022/10/05 9:14,1,10000,(왕복)승/대인;입장료/어른
c_c002783,1,주유비,0,자가용(승용/승합/트럭 등등),4,,,,,112794,
d_d010226,2,렌탈비,14,렌터카(승용/승합/버스 등등),2,,Sk렌트카 제주,,1,45000,렌트비
d_d005004,2,렌탈비,0,렌터카(승용/승합/버스 등등),1,,,,,30466,
d_d007431,9,교통비,0,항공기,1,,,,,192800,비행기표
a_a007611,1,주유비,0,자가용(승용/승합/트럭 등등),2,,,,,50000,
d_d002397,4,교통비,16,택시,5,,타다택시,,4,20700,택시비
d_d010533,50,교통비,0,버스 + 지하철,1,,,,,10000,
a_a001606,1,주차비,0,자가용(승용/승합/트럭 등등),1,,,,,4000,
d_d002184,50,교통비,0,버스 + 지하철,3,,,,,3600,
d_d003474,1,주유비,0,자가용(승용/승합/트럭 등등),2,,,,,30000,
